index,Exp,Year,Field,Plot,NTrt,NAdd,NitrAdd,NAtm.NAdd,fg,isspecies,richness,Agropyron repens,Schizachyrium scoparium,Miscellaneous litter,Ncat,FieldPlot
52 B 1990,1,1990,B,52,9,0,0,1,C3,1,7,0.433,85.6,270.63,0,B 52
52 B 1991,1,1991,B,52,9,0,0,1,F,1,12,0,72.5,210.6,0,B 52
52 B 1992,1,1992,B,52,9,0,0,1,F,1,9,0,37.817,195.53,0,B 52
52 B 1993,1,1993,B,52,9,0,0,1,F,1,11,0,89,453.23,0,B 52
52 B 1994,1,1994,B,52,9,0,0,1,F,1,9,0.47,52.627,88.267,0,B 52
52 B 1995,1,1995,B,52,9,0,0,1,C4,1,7,0,103.37,23.967,0,B 52
52 B 1996,1,1996,B,52,9,0,0,1,F,1,11,0.397,53.233,162.57,0,B 52
52 B 1997,1,1997,B,52,9,0,0,1,C3,1,8,0.4,82.367,159.83,0,B 52
52 B 1998,1,1998,B,52,9,0,0,1,F,1,7,0,78.633,167.73,0,B 52
52 B 1999,1,1999,B,52,9,0,0,1,F,1,9,0,53.86,114.69,0,B 52
52 B 2000,1,2000,B,52,9,0,0,1,F,1,8,0,42.5,98.633,0,B 52
52 B 2001,1,2001,B,52,9,0,0,1,S,1,7,0,34.3,182.3,0,B 52
52 B 2002,1,2002,B,52,9,0,0,1,F,1,12,2.4,64.533,284.93,0,B 52
52 B 2003,1,2003,B,52,9,0,0,1,F,1,9,0,63.533,269.97,0,B 52
52 B 2004,1,2004,B,52,9,0,0,1,F,1,9,0,36.767,9.8333,0,B 52
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52 B 2008,1,2008,B,52,9,0,0,1,S,1,8,0,18.52,4.37,0,B 52
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54 B 1982,1,1982,B,54,1,0,0,1,C4,1,17,0,152.23,545.57,0,B 54
54 B 1983,1,1983,B,54,1,0,0,1,F,1,12,0,64.033,61.867,0,B 54
54 B 1984,1,1984,B,54,1,0,0,1,F,1,15,0,120.87,652.33,0,B 54
54 B 1985,1,1985,B,54,1,0,0,1,F,1,13,0.733,160.2,842.33,0,B 54
54 B 1986,1,1986,B,54,1,0,0,1,F,1,13,0,82.933,273.43,0,B 54
54 B 1987,1,1987,B,54,1,0,0,1,F,1,12,0,101.63,228.23,0,B 54
54 B 1988,1,1988,B,54,1,0,0,1,S,1,10,0.2,83.6,380.03,0,B 54
54 B 1989,1,1989,B,54,1,0,0,1,F,1,12,2.567,64.433,270.5,0,B 54
54 B 1990,1,1990,B,54,1,0,0,1,F,1,8,0.297,122.4,387.97,0,B 54
54 B 1991,1,1991,B,54,1,0,0,1,F,1,10,0,88.2,612.7,0,B 54
54 B 1992,1,1992,B,54,1,0,0,1,F,1,9,0.267,70.983,298.13,0,B 54
54 B 1993,1,1993,B,54,1,0,0,1,F,1,13,0.047,93.433,359.33,0,B 54
54 B 1994,1,1994,B,54,1,0,0,1,C3,1,9,0.038,65.89,595.1,0,B 54
54 B 1995,1,1995,B,54,1,0,0,1,F,1,8,0.567,87.933,15.367,0,B 54
54 B 1996,1,1996,B,54,1,0,0,1,C3,1,4,0,68.567,195.27,0,B 54
54 B 1997,1,1997,B,54,1,0,0,1,F,1,6,0,62.8,139.9,0,B 54
54 B 1998,1,1998,B,54,1,0,0,1,F,1,7,0,55.467,199.77,0,B 54
54 B 1999,1,1999,B,54,1,0,0,1,L,1,8,0,90.097,374.14,0,B 54
54 B 2000,1,2000,B,54,1,0,0,1,O,1,6,0,69.467,237.73,0,B 54
54 B 2001,1,2001,B,54,1,0,0,1,F,1,6,1.633,59.5,457.87,0,B 54
54 B 2002,1,2002,B,54,1,0,0,1,F,1,10,0,82.533,329.73,0,B 54
54 B 2003,1,2003,B,54,1,0,0,1,O,1,7,0,56.9,250.43,0,B 54
54 B 2004,1,2004,B,54,1,0,0,1,F,1,8,0,22.467,27.467,0,B 54
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54 B 2008,1,2008,B,54,1,0,0,1,F,1,7,0,27.7,2.32,0,B 54
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 C 1982,1,1982,C,8,1,0,0,1,F,1,9,0,96.767,920.6,0,C 8
8 C 1983,1,1983,C,8,1,0,0,1,F,1,11,0,128.23,424.63,0,C 8
8 C 1984,1,1984,C,8,1,0,0,1,C4,1,10,0,97.733,691.47,0,C 8
8 C 1985,1,1985,C,8,1,0,0,1,F,1,9,0,17.667,786.53,0,C 8
8 C 1986,1,1986,C,8,1,0,0,1,C3,1,10,0,31.187,384.8,0,C 8
8 C 1987,1,1987,C,8,1,0,0,1,F,1,11,0,89.1,435.77,0,C 8
8 C 1988,1,1988,C,8,1,0,0,1,F,1,7,0,80,465.13,0,C 8
8 C 1989,1,1989,C,8,1,0,0,1,F,1,9,0,33.033,381,0,C 8
8 C 1990,1,1990,C,8,1,0,0,1,F,1,10,0.967,131.13,281.77,0,C 8
8 C 1991,1,1991,C,8,1,0,0,1,F,1,11,0,187.67,466.67,0,C 8
8 C 1992,1,1992,C,8,1,0,0,1,F,1,7,0,115.8,504.87,0,C 8
8 C 1993,1,1993,C,8,1,0,0,1,F,1,12,0,242.53,540.67,0,C 8
8 C 1994,1,1994,C,8,1,0,0,1,F,1,11,0,32.533,395.87,0,C 8
8 C 1995,1,1995,C,8,1,0,0,1,F,1,8,0,105.1,632.63,0,C 8
8 C 1996,1,1996,C,8,1,0,0,1,F,1,14,0,30.4,427.13,0,C 8
8 C 1997,1,1997,C,8,1,0,0,1,O,1,9,0,39.933,374.37,0,C 8
8 C 1998,1,1998,C,8,1,0,0,1,F,1,13,0,72.2,311.93,0,C 8
8 C 1999,1,1999,C,8,1,0,0,1,O,1,7,0,68.197,357.85,0,C 8
8 C 2000,1,2000,C,8,1,0,0,1,F,1,12,1.567,64,211.4,0,C 8
8 C 2001,1,2001,C,8,1,0,0,1,F,1,9,2.833,18.2,386.93,0,C 8
8 C 2002,1,2002,C,8,1,0,0,1,F,1,6,0,22.467,328.8,0,C 8
8 C 2003,1,2003,C,8,1,0,0,1,F,1,9,1.633,50.5,347.4,0,C 8
8 C 2004,1,2004,C,8,1,0,0,1,C3,1,8,7.5333,59.5,10.8,0,C 8
8 C 2005,1,2005,C,8,1,0,0,1,F,1,13,16.4667,13.1667,1.7333,0,C 8
8 C 2006,1,2006,C,8,1,0,0,1,,0,10,4.403,7.733,5.513,0,C 8
8 C 2007,1,2007,C,8,1,0,0,1,,0,11,7.67,0.73,2.2,0,C 8
8 C 2008,1,2008,C,8,1,0,0,1,F,1,9,0,2.9,6.37,0,C 8
8 C 2009,1,2009,C,8,1,0,0,1,C3,1,9,1.1,1,0.83,0,C 8
8 C 2010,1,2010,C,8,1,0,0,1,F,1,11,0,45.93,67.33,0,C 8
8 C 2011,1,2011,C,8,1,0,0,1,C3,1,9,0.13,7.67,8.8,0,C 8
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18 C 1982,1,1982,C,18,9,0,0,1,F,1,16,0.413,113.6,478.33,0,C 18
18 C 1983,1,1983,C,18,9,0,0,1,F,1,12,3.433,66.633,409.83,0,C 18
18 C 1984,1,1984,C,18,9,0,0,1,F,1,13,3.7,27.467,131.1,0,C 18
18 C 1985,1,1985,C,18,9,0,0,1,F,1,14,0,44.567,752.03,0,C 18
18 C 1986,1,1986,C,18,9,0,0,1,C3,1,15,0.003,113.47,344.8,0,C 18
18 C 1987,1,1987,C,18,9,0,0,1,C3,1,10,0.633,168.5,674.13,0,C 18
18 C 1988,1,1988,C,18,9,0,0,1,F,1,10,0,68.8,489.83,0,C 18
18 C 1989,1,1989,C,18,9,0,0,1,C3,1,8,1.7,156.77,542.53,0,C 18
18 C 1990,1,1990,C,18,9,0,0,1,C3,1,10,1.6,118.33,338.73,0,C 18
18 C 1991,1,1991,C,18,9,0,0,1,C3,1,16,5.2,116.1,447.77,0,C 18
18 C 1992,1,1992,C,18,9,0,0,1,F,1,14,2.367,88.367,587.1,0,C 18
18 C 1993,1,1993,C,18,9,0,0,1,C3,1,16,0.033,149.5,512.87,0,C 18
18 C 1994,1,1994,C,18,9,0,0,1,F,1,8,4.633,45.667,574.63,0,C 18
18 C 1995,1,1995,C,18,9,0,0,1,F,1,14,1.467,43.267,299.47,0,C 18
18 C 1996,1,1996,C,18,9,0,0,1,F,1,9,13.267,21.667,283,0,C 18
18 C 1997,1,1997,C,18,9,0,0,1,O,1,11,2,51.1,376.33,0,C 18
18 C 1998,1,1998,C,18,9,0,0,1,F,1,9,6.3,94.233,652.53,0,C 18
18 C 1999,1,1999,C,18,9,0,0,1,C3,1,11,3.833,28.967,289.7,0,C 18
18 C 2000,1,2000,C,18,9,0,0,1,F,1,7,6.003,70.633,265.5,0,C 18
18 C 2001,1,2001,C,18,9,0,0,1,F,1,5,17.233,13.933,474.43,0,C 18
18 C 2002,1,2002,C,18,9,0,0,1,F,1,10,5.433,54.8,426.3,0,C 18
18 C 2003,1,2003,C,18,9,0,0,1,C4,1,5,30.867,17.567,375.37,0,C 18
18 C 2004,1,2004,C,18,9,0,0,1,C3,1,8,14.4,12.567,63.4,0,C 18
18 C 2005,1,2005,C,18,9,0,0,1,C3,1,10,35.5333,14.1333,0,0,C 18
18 C 2006,1,2006,C,18,9,0,0,1,C3,1,10,9.84,4.58,0,0,C 18
18 C 2007,1,2007,C,18,9,0,0,1,C3,1,7,1.03,25.2,0,0,C 18
18 C 2008,1,2008,C,18,9,0,0,1,C4,1,9,0,13.12,3.02,0,C 18
18 C 2009,1,2009,C,18,9,0,0,1,C3,1,9,1.57,6.63,0,0,C 18
18 C 2010,1,2010,C,18,9,0,0,1,F,1,8,0,38.37,7.17,0,C 18
18 C 2011,1,2011,C,18,9,0,0,1,F,1,13,0,31.3,12.67,0,C 18
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26 C 1982,1,1982,C,26,1,0,0,1,F,1,10,0,70,374.17,0,C 26
26 C 1983,1,1983,C,26,1,0,0,1,F,1,15,0,61.5,357.5,0,C 26
26 C 1984,1,1984,C,26,1,0,0,1,F,1,16,0,42.833,242.67,0,C 26
26 C 1985,1,1985,C,26,1,0,0,1,C3,1,13,0,117.43,447.83,0,C 26
26 C 1986,1,1986,C,26,1,0,0,1,F,1,13,0,46,543.33,0,C 26
26 C 1987,1,1987,C,26,1,0,0,1,F,1,9,0,187.9,629.47,0,C 26
26 C 1988,1,1988,C,26,1,0,0,1,F,1,13,0,15.133,388.77,0,C 26
26 C 1989,1,1989,C,26,1,0,0,1,F,1,11,0,75.333,265,0,C 26
26 C 1990,1,1990,C,26,1,0,0,1,F,1,13,0,76.263,344.3,0,C 26
26 C 1991,1,1991,C,26,1,0,0,1,S,1,14,0,126.33,431.33,0,C 26
26 C 1992,1,1992,C,26,1,0,0,1,F,1,17,0,52.9,527.1,0,C 26
26 C 1993,1,1993,C,26,1,0,0,1,F,1,12,0,211.83,271.1,0,C 26
26 C 1994,1,1994,C,26,1,0,0,1,F,1,11,0,48.1,401.73,0,C 26
26 C 1995,1,1995,C,26,1,0,0,1,F,1,19,0,177.1,678.67,0,C 26
26 C 1996,1,1996,C,26,1,0,0,1,F,1,11,0,59.867,206.17,0,C 26
26 C 1997,1,1997,C,26,1,0,0,1,F,1,12,0,41.1,480.17,0,C 26
26 C 1998,1,1998,C,26,1,0,0,1,F,1,11,0,120.3,524.03,0,C 26
26 C 1999,1,1999,C,26,1,0,0,1,F,1,10,0,67.207,649.09,0,C 26
26 C 2000,1,2000,C,26,1,0,0,1,F,1,11,0.307,69.233,274.03,0,C 26
26 C 2001,1,2001,C,26,1,0,0,1,F,1,10,0,51.333,480.33,0,C 26
26 C 2002,1,2002,C,26,1,0,0,1,O,1,12,0,55.433,292.47,0,C 26
26 C 2003,1,2003,C,26,1,0,0,1,F,1,14,0,11.333,433.03,0,C 26
26 C 2004,1,2004,C,26,1,0,0,1,F,1,10,0,14.5,3.8333,0,C 26
26 C 2005,1,2005,C,26,1,0,0,1,F,1,13,0,1.09,0,0,C 26
26 C 2006,1,2006,C,26,1,0,0,1,C4,1,13,0,2.127,0,0,C 26
26 C 2007,1,2007,C,26,1,0,0,1,C4,1,10,0,6.87,0,0,C 26
26 C 2008,1,2008,C,26,1,0,0,1,F,1,11,0,1.62,0,0,C 26
26 C 2009,1,2009,C,26,1,0,0,1,F,1,12,0,2.63,7.23,0,C 26
26 C 2010,1,2010,C,26,1,0,0,1,F,1,12,0,5.1,4.67,0,C 26
26 C 2011,1,2011,C,26,1,0,0,1,F,1,17,0,8.27,21.27,0,C 26
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28 C 1982,1,1982,C,28,9,0,0,1,F,1,14,0,46.533,573.27,0,C 28
28 C 1983,1,1983,C,28,9,0,0,1,F,1,12,0,39.767,493.7,0,C 28
28 C 1984,1,1984,C,28,9,0,0,1,C3,1,11,0,58.9,291.33,0,C 28
28 C 1985,1,1985,C,28,9,0,0,1,F,1,14,0,15,305.1,0,C 28
28 C 1986,1,1986,C,28,9,0,0,1,F,1,17,0,168.67,405.57,0,C 28
28 C 1987,1,1987,C,28,9,0,0,1,F,1,14,0.4,126.07,286.27,0,C 28
28 C 1988,1,1988,C,28,9,0,0,1,C3,1,11,0.267,60.067,354,0,C 28
28 C 1989,1,1989,C,28,9,0,0,1,C3,1,8,0,112.4,412.57,0,C 28
28 C 1990,1,1990,C,28,9,0,0,1,C3,1,12,0,147.3,342.57,0,C 28
28 C 1991,1,1991,C,28,9,0,0,1,F,1,10,0,114.73,368.6,0,C 28
28 C 1992,1,1992,C,28,9,0,0,1,F,1,14,0,55.8,359.77,0,C 28
28 C 1993,1,1993,C,28,9,0,0,1,C3,1,10,0,66.2,419.13,0,C 28
28 C 1994,1,1994,C,28,9,0,0,1,F,1,12,2.397,23.38,465.03,0,C 28
28 C 1995,1,1995,C,28,9,0,0,1,F,1,15,0,86.033,362.83,0,C 28
28 C 1996,1,1996,C,28,9,0,0,1,F,1,10,2.067,69.533,288.57,0,C 28
28 C 1997,1,1997,C,28,9,0,0,1,C3,1,13,0,52.533,218.87,0,C 28
28 C 1998,1,1998,C,28,9,0,0,1,F,1,11,1.433,120.9,407.27,0,C 28
28 C 1999,1,1999,C,28,9,0,0,1,F,1,6,0,67.4,481.43,0,C 28
28 C 2000,1,2000,C,28,9,0,0,1,C3,1,10,0.133,124.2,745.83,0,C 28
28 C 2001,1,2001,C,28,9,0,0,1,O,1,8,0,90.167,426.77,0,C 28
28 C 2002,1,2002,C,28,9,0,0,1,O,1,8,0,70.233,159.93,0,C 28
28 C 2003,1,2003,C,28,9,0,0,1,F,1,9,1.167,78.7,304.13,0,C 28
28 C 2004,1,2004,C,28,9,0,0,1,F,1,11,0.6667,12.233,11.267,0,C 28
28 C 2005,1,2005,C,28,9,0,0,1,,0,9,6.4,36.6333,0.1133,0,C 28
28 C 2006,1,2006,C,28,9,0,0,1,O,1,10,19.563,0,0,0,C 28
28 C 2007,1,2007,C,28,9,0,0,1,C3,1,13,1.97,35.4,0,0,C 28
28 C 2008,1,2008,C,28,9,0,0,1,C3,1,11,19.32,0.57,0.69,0,C 28
28 C 2009,1,2009,C,28,9,0,0,1,C3,1,10,0.3,8.3,0,0,C 28
28 C 2010,1,2010,C,28,9,0,0,1,C3,1,12,35.37,193.03,0,0,C 28
28 C 2011,1,2011,C,28,9,0,0,1,C3,1,11,53.43,2,10.47,0,C 28
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30 C 1982,1,1982,C,30,9,0,0,1,F,1,16,0,3.167,412.23,0,C 30
30 C 1983,1,1983,C,30,9,0,0,1,F,1,15,0,82.467,315.77,0,C 30
30 C 1984,1,1984,C,30,9,0,0,1,C4,1,16,0,25.9,196.53,0,C 30
30 C 1985,1,1985,C,30,9,0,0,1,F,1,9,0,21.7,487.23,0,C 30
30 C 1986,1,1986,C,30,9,0,0,1,F,1,18,0,51.9,366.7,0,C 30
30 C 1987,1,1987,C,30,9,0,0,1,F,1,13,0,30.267,442.37,0,C 30
30 C 1988,1,1988,C,30,9,0,0,1,F,1,9,0,63.633,302.87,0,C 30
30 C 1989,1,1989,C,30,9,0,0,1,F,1,10,0,26.633,480.47,0,C 30
30 C 1990,1,1990,C,30,9,0,0,1,F,1,9,0,82.833,352.9,0,C 30
30 C 1991,1,1991,C,30,9,0,0,1,F,1,14,0.5,87.033,427.27,0,C 30
30 C 1992,1,1992,C,30,9,0,0,1,C3,1,15,0.18,55.333,516.1,0,C 30
30 C 1993,1,1993,C,30,9,0,0,1,F,1,8,1.733,71.533,414.67,0,C 30
30 C 1994,1,1994,C,30,9,0,0,1,F,1,12,0,10.867,475.3,0,C 30
30 C 1995,1,1995,C,30,9,0,0,1,O,1,12,0.767,86.867,322.47,0,C 30
30 C 1996,1,1996,C,30,9,0,0,1,O,1,13,0,39.833,356.73,0,C 30
30 C 1997,1,1997,C,30,9,0,0,1,C3,1,11,0.1,103.7,229.6,0,C 30
30 C 1998,1,1998,C,30,9,0,0,1,F,1,9,0,121.93,591.2,0,C 30
30 C 1999,1,1999,C,30,9,0,0,1,F,1,11,0,113.43,432.6,0,C 30
30 C 2000,1,2000,C,30,9,0,0,1,F,1,12,0,42.167,488.5,0,C 30
30 C 2001,1,2001,C,30,9,0,0,1,O,1,6,0,47,494.63,0,C 30
30 C 2002,1,2002,C,30,9,0,0,1,C3,1,8,2.433,79,265.3,0,C 30
30 C 2003,1,2003,C,30,9,0,0,1,F,1,12,1.033,46.633,325.6,0,C 30
30 C 2004,1,2004,C,30,9,0,0,1,C3,1,11,0,13.267,55,0,C 30
30 C 2005,1,2005,C,30,9,0,0,1,C3,1,11,26.4,53.5667,0,0,C 30
30 C 2006,1,2006,C,30,9,0,0,1,C3,1,10,0.153,10.15,0,0,C 30
30 C 2007,1,2007,C,30,9,0,0,1,,0,9,1.27,33.1,0.6,0,C 30
30 C 2008,1,2008,C,30,9,0,0,1,F,1,9,0,5.4,3.82,0,C 30
30 C 2009,1,2009,C,30,9,0,0,1,C3,1,10,1.1,8.67,1.07,0,C 30
30 C 2010,1,2010,C,30,9,0,0,1,S,1,10,0,26.9,26.2,0,C 30
30 C 2011,1,2011,C,30,9,0,0,1,F,1,10,0,40.47,12.03,0,C 30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33 C 1982,1,1982,C,33,9,0,0,1,S,1,10,0,176.17,455.27,0,C 33
33 C 1983,1,1983,C,33,9,0,0,1,F,1,10,0,85.7,261.2,0,C 33
33 C 1984,1,1984,C,33,9,0,0,1,F,1,12,0,76.7,328.67,0,C 33
33 C 1985,1,1985,C,33,9,0,0,1,F,1,14,0,65.367,572.33,0,C 33
33 C 1986,1,1986,C,33,9,0,0,1,F,1,9,0,42.267,254.7,0,C 33
33 C 1987,1,1987,C,33,9,0,0,1,F,1,13,0,197.73,557.73,0,C 33
33 C 1988,1,1988,C,33,9,0,0,1,S,1,15,0,48.8,203.97,0,C 33
33 C 1989,1,1989,C,33,9,0,0,1,F,1,10,0,91.2,341.13,0,C 33
33 C 1990,1,1990,C,33,9,0,0,1,F,1,14,2.8,177.63,346.2,0,C 33
33 C 1991,1,1991,C,33,9,0,0,1,F,1,20,0,119.63,376.83,0,C 33
33 C 1992,1,1992,C,33,9,0,0,1,F,1,23,0,62.567,589.83,0,C 33
33 C 1993,1,1993,C,33,9,0,0,1,F,1,17,0,131.53,541.87,0,C 33
33 C 1994,1,1994,C,33,9,0,0,1,F,1,11,0.2,8.4,966.9,0,C 33
33 C 1995,1,1995,C,33,9,0,0,1,F,1,17,0.984,70.933,377.3,0,C 33
33 C 1996,1,1996,C,33,9,0,0,1,C3,1,10,0.633,33.167,412.73,0,C 33
33 C 1997,1,1997,C,33,9,0,0,1,C3,1,13,0,31.867,487.5,0,C 33
33 C 1998,1,1998,C,33,9,0,0,1,F,1,10,4.567,23.333,580.77,0,C 33
33 C 1999,1,1999,C,33,9,0,0,1,F,1,12,0.36,6.167,554.1,0,C 33
33 C 2000,1,2000,C,33,9,0,0,1,O,1,12,0.803,78.767,446.57,0,C 33
33 C 2001,1,2001,C,33,9,0,0,1,C4,1,3,0,0.267,868.07,0,C 33
33 C 2002,1,2002,C,33,9,0,0,1,F,1,6,0,4.2,457.67,0,C 33
33 C 2003,1,2003,C,33,9,0,0,1,C4,1,8,1.833,0.8,499.3,0,C 33
33 C 2004,1,2004,C,33,9,0,0,1,F,1,9,8.4667,5.5333,342.9,0,C 33
33 C 2005,1,2005,C,33,9,0,0,1,F,1,8,83.8333,0,16.6,0,C 33
33 C 2006,1,2006,C,33,9,0,0,1,C3,1,6,50.033,0,0,0,C 33
33 C 2007,1,2007,C,33,9,0,0,1,C3,1,8,96,1.67,0,0,C 33
33 C 2008,1,2008,C,33,9,0,0,1,C3,1,7,52.67,0,0,0,C 33
33 C 2009,1,2009,C,33,9,0,0,1,C3,1,9,14.93,0,2.87,0,C 33
33 C 2010,1,2010,C,33,9,0,0,1,C3,1,12,26.7,0,1.03,0,C 33
33 C 2011,1,2011,C,33,9,0,0,1,C3,1,12,91.83,0,3.93,0,C 33
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39 C 1982,1,1982,C,39,1,0,0,1,F,1,10,0,126.77,398.5,0,C 39
39 C 1983,1,1983,C,39,1,0,0,1,C3,1,15,0,156.13,262.93,0,C 39
39 C 1984,1,1984,C,39,1,0,0,1,F,1,16,0,23.253,171.57,0,C 39
39 C 1985,1,1985,C,39,1,0,0,1,F,1,12,0,97.333,544.43,0,C 39
39 C 1986,1,1986,C,39,1,0,0,1,S,1,20,0,33.4,366.87,0,C 39
39 C 1987,1,1987,C,39,1,0,0,1,C3,1,15,0.033,118.23,394.93,0,C 39
39 C 1988,1,1988,C,39,1,0,0,1,O,1,10,1.2,45.3,511.03,0,C 39
39 C 1989,1,1989,C,39,1,0,0,1,O,1,6,0,39.033,462.63,0,C 39
39 C 1990,1,1990,C,39,1,0,0,1,F,1,12,1.9,114.13,414.57,0,C 39
39 C 1991,1,1991,C,39,1,0,0,1,O,1,8,7.033,304.77,473.33,0,C 39
39 C 1992,1,1992,C,39,1,0,0,1,F,1,8,0.377,20,421.17,0,C 39
39 C 1993,1,1993,C,39,1,0,0,1,F,1,14,2.967,26.967,676.47,0,C 39
39 C 1994,1,1994,C,39,1,0,0,1,F,1,7,7.3,41.567,752.77,0,C 39
39 C 1995,1,1995,C,39,1,0,0,1,F,1,12,4.233,10.4,418.33,0,C 39
39 C 1996,1,1996,C,39,1,0,0,1,F,1,8,3.07,5.667,600.03,0,C 39
39 C 1997,1,1997,C,39,1,0,0,1,C4,1,8,15.733,13.5,417.13,0,C 39
39 C 1998,1,1998,C,39,1,0,0,1,F,1,8,5.333,113.07,874.1,0,C 39
39 C 1999,1,1999,C,39,1,0,0,1,F,1,7,0.68,0.653,624.29,0,C 39
39 C 2000,1,2000,C,39,1,0,0,1,F,1,9,14.267,9.433,560.6,0,C 39
39 C 2001,1,2001,C,39,1,0,0,1,C4,1,7,33.467,0.7,788.9,0,C 39
39 C 2002,1,2002,C,39,1,0,0,1,F,1,5,81.967,0,497.8,0,C 39
39 C 2003,1,2003,C,39,1,0,0,1,C4,1,5,107.07,0.127,425.53,0,C 39
39 C 2004,1,2004,C,39,1,0,0,1,C3,1,8,260.17,0.0333,193.87,0,C 39
39 C 2005,1,2005,C,39,1,0,0,1,F,1,5,250.0333,0,0,0,C 39
39 C 2006,1,2006,C,39,1,0,0,1,C3,1,4,136.673,0,0,0,C 39
39 C 2007,1,2007,C,39,1,0,0,1,,0,4,99.4,0,0.2,0,C 39
39 C 2008,1,2008,C,39,1,0,0,1,C3,1,7,112.72,0,0,0,C 39
39 C 2009,1,2009,C,39,1,0,0,1,C3,1,5,29.33,0,0.9,0,C 39
39 C 2010,1,2010,C,39,1,0,0,1,C3,1,10,121.9,0,13.23,0,C 39
39 C 2011,1,2011,C,39,1,0,0,1,C3,1,9,84.87,0,5.4,0,C 39
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41 C 1982,1,1982,C,41,1,0,0,1,F,1,14,1.083,41.533,358.23,0,C 41
41 C 1983,1,1983,C,41,1,0,0,1,F,1,16,0,154.23,624.53,0,C 41
41 C 1984,1,1984,C,41,1,0,0,1,F,1,19,0,60.033,269.57,0,C 41
41 C 1985,1,1985,C,41,1,0,0,1,C3,1,22,0.217,35.433,306.63,0,C 41
41 C 1986,1,1986,C,41,1,0,0,1,F,1,17,0.367,103.23,395.67,0,C 41
41 C 1987,1,1987,C,41,1,0,0,1,F,1,19,1.1,82.933,332.13,0,C 41
41 C 1988,1,1988,C,41,1,0,0,1,C3,1,12,0.4,68.867,325.87,0,C 41
41 C 1989,1,1989,C,41,1,0,0,1,F,1,14,0,119.87,466.13,0,C 41
41 C 1990,1,1990,C,41,1,0,0,1,F,1,14,0,232.13,547.73,0,C 41
41 C 1991,1,1991,C,41,1,0,0,1,F,1,19,0,92.233,167.73,0,C 41
41 C 1992,1,1992,C,41,1,0,0,1,F,1,13,0.953,44.04,390.13,0,C 41
41 C 1993,1,1993,C,41,1,0,0,1,F,1,18,0.367,64.433,354.93,0,C 41
41 C 1994,1,1994,C,41,1,0,0,1,O,1,11,0,107.57,470.2,0,C 41
41 C 1995,1,1995,C,41,1,0,0,1,F,1,10,11.4,60.967,305.33,0,C 41
41 C 1996,1,1996,C,41,1,0,0,1,F,1,12,0.073,37.933,466.13,0,C 41
41 C 1997,1,1997,C,41,1,0,0,1,O,1,11,0.833,61.633,459.83,0,C 41
41 C 1998,1,1998,C,41,1,0,0,1,L,1,8,0,121.1,986.57,0,C 41
41 C 1999,1,1999,C,41,1,0,0,1,S,1,8,0.55,15.167,1310.6,0,C 41
41 C 2000,1,2000,C,41,1,0,0,1,F,1,6,0,1.867,253.8,0,C 41
41 C 2001,1,2001,C,41,1,0,0,1,C3,1,7,0,0,1003.7,0,C 41
41 C 2002,1,2002,C,41,1,0,0,1,F,1,6,28.867,0,510.57,0,C 41
41 C 2003,1,2003,C,41,1,0,0,1,G,1,9,89.5,0.467,720.37,0,C 41
41 C 2004,1,2004,C,41,1,0,0,1,F,1,6,159.77,0.3667,126.53,0,C 41
41 C 2005,1,2005,C,41,1,0,0,1,C3,1,6,255.1333,0,0,0,C 41
41 C 2006,1,2006,C,41,1,0,0,1,,0,6,145.3,0,4.733,0,C 41
41 C 2007,1,2007,C,41,1,0,0,1,C3,1,7,72.77,0,0,0,C 41
41 C 2008,1,2008,C,41,1,0,0,1,C3,1,5,65.47,0,0,0,C 41
41 C 2009,1,2009,C,41,1,0,0,1,C3,1,10,25.7,0,0.07,0,C 41
41 C 2010,1,2010,C,41,1,0,0,1,C3,1,7,69.83,0,5.37,0,C 41
41 C 2011,1,2011,C,41,1,0,0,1,C3,1,11,84.3,0,9.73,0,C 41
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43 C 1982,1,1982,C,43,1,0,0,1,S,1,14,0,82.767,656.47,0,C 43
43 C 1983,1,1983,C,43,1,0,0,1,F,1,19,0,38.633,172.1,0,C 43
43 C 1984,1,1984,C,43,1,0,0,1,F,1,16,0,47.6,267.6,0,C 43
